age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,loan_term,num_of_open_accounts,total_credit_limit,delinquency_history,loan_paid_back
31,Male,Single,Master's,45491.97,Employed,0.268,585,21421.9,Car,36,9,65313.14,3,1
68,Female,Married,High School,39418.79,Employed,0.368,668,7116.86,Car,60,3,48241.03,1,1
36,Male,Single,Master's,73087.77,Employed,0.246,684,13798.83,Debt consolidation,36,5,42513.06,1,1
53,Female,Married,Bachelor's,45954.37,Employed,0.069,555,13273.22,Home,36,7,30887.03,3,1
29,Male,Married,Bachelor's,48023.97,Unemployed,0.161,665,25786.7,Education,36,5,67980.38,2,0
26,Male,Divorced,PhD,22356.85,Employed,0.125,634,23569.49,Business,36,9,25021.03,4,0
36,Male,Married,Master's,31165.22,Employed,0.314,648,14619.8,Debt consolidation,60,3,27226.82,2,1
49,Male,Single,Other,31669.2,Employed,0.034,711,9598.8,Business,36,7,28005.7,1,1
23,Female,Single,Bachelor's,52614.37,Employed,0.111,653,12194.59,Business,60,2,28784.93,0,1
40,Female,Married,High School,57057.91,Retired,0.145,730,21032.79,Debt consolidation,36,5,54810.07,2,1
56,Male,Single,PhD,31588.21,Self-employed,0.107,688,5479.33,Education,60,1,45095.03,3,1
39,Male,Single,Bachelor's,32215.86,Employed,0.221,826,20649.26,Home,60,5,37451.72,4,1
46,Male,Widowed,PhD,44839.93,Employed,0.328,674,10877.88,Medical,36,6,40064.41,3,1
23,Male,Married,Master's,115805.52,Employed,0.084,709,16004.14,Debt consolidation,36,2,97342.31,3,1
39,Female,Married,Master's,12790.75,Employed,0.15,629,17688.07,Debt consolidation,36,1,15368.36,2,0
40,Male,Married,Bachelor's,20861.75,Employed,0.218,606,22680.34,Home,36,3,20155.77,5,0
52,Male,Married,Master's,21377.69,Employed,0.393,731,38690.96,Other,60,4,31732.4,1,1
27,Female,Married,High School,16488.21,Employed,0.162,749,25984.33,Education,36,3,11430.91,3,1
72,Male,Single,Other,22531.91,Unemployed,0.212,759,6196.65,Debt consolidation,60,8,20039.45,1,0
61,Male,Widowed,High School,45531.04,Retired,0.155,706,27849.99,Home,60,8,70681.71,1,1
53,Male,Single,High School,64054.09,Employed,0.026,664,14496.15,Medical,36,4,40132.79,2,1
60,Female,Married,Bachelor's,41694.21,Self-employed,0.022,687,500,Medical,60,5,33200.52,2,1
59,Female,Single,Master's,41193.52,Student,0.203,688,25554.32,Car,36,4,57105.08,1,0
38,Female,Single,Master's,20925.12,Employed,0.314,579,531.04,Other,36,8,23877.12,2,1
60,Male,Married,Bachelor's,7347.5,Retired,0.09,742,13897.7,Medical,60,7,15265.54,2,1
21,Male,Single,Master's,45473.68,Employed,0.221,603,11565.48,Other,60,2,60977.61,5,1
31,Female,Married,Master's,80843.44,Employed,0.167,725,36185.1,Home,36,2,88098.83,5,1
48,Female,Married,Bachelor's,64542.14,Employed,0.046,535,21649.71,Car,36,5,89086.36,1,1
45,Other,Married,Bachelor's,34316.57,Self-employed,0.033,760,12306.29,Car,36,4,38441.62,0,1
70,Male,Single,Bachelor's,38041.56,Retired,0.31,628,8651.47,Business,36,5,48869.72,2,1
43,Male,Single,Master's,84317.23,Employed,0.17,676,14838.74,Car,36,6,48677.65,3,1
51,Female,Married,PhD,23917.34,Employed,0.337,632,2084.59,Debt consolidation,60,7,20904.45,3,1
50,Female,Single,High School,27673.99,Employed,0.274,765,13090.43,Education,36,5,39968.61,0,1
62,Female,Single,High School,12330.78,Employed,0.173,649,1347.53,Debt consolidation,36,5,12129.17,0,0
55,Female,Married,High School,48007.33,Employed,0.124,660,17169.77,Other,36,4,39010.4,2,1
27,Female,Married,Bachelor's,26905.76,Unemployed,0.11,726,18848.04,Education,36,6,29480.28,4,1
36,Female,Married,Bachelor's,30352.18,Employed,0.173,599,21971.19,Car,36,5,20552.86,3,1
46,Female,Single,Bachelor's,54678.45,Employed,0.102,651,17705.67,Other,36,7,81694.57,2,1
68,Female,Married,Bachelor's,23131.44,Employed,0.141,762,13597.79,Other,36,5,30034.07,2,1
72,Female,Married,Bachelor's,48954.47,Employed,0.249,772,4906.79,Debt consolidation,36,4,56423.17,2,1
69,Male,Married,High School,50499.72,Employed,0.164,707,16190.06,Medical,60,2,63284.85,0,1
22,Male,Married,Bachelor's,29247.04,Employed,0.171,670,18700.69,Debt consolidation,36,2,36785.23,0,1
21,Female,Married,High School,60087.89,Employed,0.158,718,15705.54,Car,60,7,85633.41,1,1
68,Male,Married,Master's,34138.05,Employed,0.092,707,7575.7,Debt consolidation,60,2,46974.96,2,1
32,Female,Married,Bachelor's,55784.23,Employed,0.106,641,18282.12,Debt consolidation,36,6,67621.64,1,1
25,Male,Married,Bachelor's,25090.64,Employed,0.152,663,28129.76,Debt consolidation,36,2,32727.19,2,1
57,Male,Married,Bachelor's,51589.41,Student,0.063,584,1533.22,Medical,36,4,71109.04,5,0
52,Female,Married,Bachelor's,29350.66,Retired,0.23,735,18609.75,Debt consolidation,36,3,18227.58,1,1
75,Male,Married,Bachelor's,44407.86,Employed,0.03,768,10559.73,Debt consolidation,60,9,64623.98,2,1
29,Male,Single,High School,44890.84,Employed,0.255,670,9377.75,Debt consolidation,36,5,38933.7,5,1
61,Male,Single,Bachelor's,28589.73,Employed,0.018,708,36881.15,Debt consolidation,60,3,42437.12,1,1
55,Female,Married,High School,28090.82,Employed,0.122,794,14742.15,Business,36,4,20200.87,5,1
39,Male,Married,Bachelor's,31974.03,Employed,0.126,657,23928.15,Education,36,3,20354.93,0,1
68,Female,Single,Master's,37912.49,Self-employed,0.171,731,23154.65,Business,60,7,43005.85,0,1
36,Male,Married,Bachelor's,51241.51,Employed,0.215,706,5444.01,Vacation,36,4,56462.12,1,1
23,Female,Single,Master's,41873.51,Retired,0.171,588,13337.44,Debt consolidation,36,5,66117.5,1,1
40,Male,Married,High School,6008.56,Employed,0.43,787,500,Debt consolidation,36,7,10763.05,3,0
44,Male,Married,High School,60674.7,Employed,0.062,658,15990.06,Debt consolidation,36,4,64754.23,2,1
74,Male,Married,High School,46254.12,Employed,0.106,573,6970.75,Debt consolidation,36,4,54424.72,4,1
53,Male,Single,High School,73622.69,Student,0.04,705,19222.53,Car,60,4,89552.99,1,1
44,Female,Widowed,Bachelor's,60426.55,Unemployed,0.067,483,26995.15,Debt consolidation,60,9,58305.29,1,0
72,Male,Married,Bachelor's,28177.99,Employed,0.11,537,6351.59,Debt consolidation,36,6,28890.02,1,0
31,Male,Married,Master's,18031.96,Employed,0.189,684,8452.24,Debt consolidation,36,7,19190.85,1,1
69,Female,Married,Master's,107375.08,Employed,0.336,712,4807.33,Business,36,4,61759.55,2,1
28,Male,Widowed,Bachelor's,78431.61,Self-employed,0.31,679,21234.56,Business,60,6,52523.35,0,1
56,Male,Married,Bachelor's,56829.36,Employed,0.044,645,24469.39,Debt consolidation,36,6,83375.61,1,1
58,Female,Married,High School,22523.67,Employed,0.044,715,3751.07,Education,36,3,24881.38,2,1
60,Female,Single,Bachelor's,16624.56,Employed,0.466,749,500,Debt consolidation,36,4,27027.79,1,1
40,Male,Married,High School,27980.83,Employed,0.124,685,7537.81,Debt consolidation,36,4,31731.93,1,1
55,Male,Married,Bachelor's,60833.93,Employed,0.109,699,2293.49,Business,36,5,44166.26,1,1
68,Female,Married,Master's,8569.46,Employed,0.196,589,2999.99,Vacation,36,6,17155.3,3,0
45,Male,Single,Bachelor's,23484.91,Employed,0.078,589,27446.56,Education,36,10,38866.17,4,0
55,Female,Single,High School,181082.71,Unemployed,0.245,750,20116.78,Home,60,7,158475.15,2,0
45,Male,Married,Other,29326.6,Self-employed,0.039,721,3391.3,Debt consolidation,36,9,39971.03,0,1
49,Female,Married,High School,37141.11,Employed,0.087,747,25168.4,Education,36,1,32456.34,1,1
38,Male,Married,PhD,35756.44,Employed,0.028,641,17310.63,Medical,36,4,34949.28,1,1
66,Female,Single,Master's,102195.42,Self-employed,0.237,666,18136.73,Education,60,4,143309.24,3,1
38,Male,Single,Bachelor's,29919.38,Unemployed,0.239,799,4329.68,Other,36,5,49656.85,3,0
22,Female,Single,High School,12358.49,Employed,0.099,692,9783.86,Car,36,6,22348.64,3,1
74,Male,Single,Other,67395.35,Employed,0.218,742,16248.95,Car,60,7,64751.61,2,1
55,Male,Single,Bachelor's,19120.82,Self-employed,0.397,673,500,Education,36,8,33307.01,1,1
36,Female,Married,High School,14832.17,Employed,0.05,772,15525.8,Debt consolidation,36,2,20783.33,2,1
61,Female,Divorced,Bachelor's,90731.96,Self-employed,0.28,791,4953.73,Home,36,7,114884.16,2,1
56,Female,Single,Bachelor's,56725.78,Employed,0.063,811,17171.64,Home,60,3,35656.3,0,1
53,Male,Married,High School,29168.78,Employed,0.142,757,17033.51,Debt consolidation,60,4,28644.43,2,1
24,Female,Married,High School,72609.52,Employed,0.13,591,25070.74,Debt consolidation,36,6,64049.94,3,1
53,Male,Divorced,High School,65195.65,Employed,0.294,615,28347.67,Car,36,5,48651.66,3,1
34,Female,Divorced,High School,24113.12,Retired,0.09,736,24532.74,Car,36,11,32619.78,2,1
41,Female,Single,High School,40714.47,Employed,0.037,494,500,Home,60,5,65391.9,3,1
68,Male,Single,High School,34060.02,Employed,0.294,680,500,Education,36,8,50552,6,0
40,Female,Single,High School,24367.45,Employed,0.371,650,880.89,Debt consolidation,36,4,21723.98,2,0
28,Female,Married,High School,37289.01,Employed,0.322,719,8363.75,Education,36,5,48983.42,2,1
27,Male,Married,Other,57579.19,Employed,0.208,631,11641.23,Debt consolidation,36,5,55353.89,1,1
23,Female,Single,Bachelor's,20729.23,Employed,0.282,758,10051.54,Car,36,5,21873.99,0,0
37,Male,Married,Bachelor's,59501.98,Unemployed,0.197,779,22098.51,Vacation,36,5,40370.39,1,0
53,Female,Married,Bachelor's,11915.03,Employed,0.256,582,12248.01,Business,36,6,21545.44,0,1
68,Male,Widowed,High School,41432.96,Employed,0.262,563,27760.81,Debt consolidation,36,3,39621.65,5,1
32,Male,Single,PhD,23344.96,Employed,0.054,593,13492.06,Education,36,2,17536.93,3,1
71,Male,Single,Bachelor's,93586.4,Employed,0.207,607,1717.44,Home,60,2,108872.18,2,1
42,Female,Single,Bachelor's,13807.09,Employed,0.166,520,6960.98,Debt consolidation,36,4,15052.19,3,1
75,Female,Single,Other,31455.63,Self-employed,0.258,757,32991.45,Car,36,3,25294.19,1,1
42,Female,Married,Master's,22038.6,Employed,0.095,745,500,Debt consolidation,36,6,26574.39,4,1
66,Male,Single,Bachelor's,25834.4,Retired,0.374,651,6826.3,Business,36,4,27222.1,0,1
50,Male,Married,Other,18347.89,Employed,0.154,669,13087.49,Car,36,5,18231.57,2,1
58,Female,Single,Master's,40274.09,Employed,0.387,587,19826.04,Business,36,6,53653.09,5,1
58,Female,Single,Other,41619.38,Self-employed,0.402,665,12461.38,Business,36,8,66212.91,1,1
65,Male,Married,High School,12870.03,Self-employed,0.305,546,14422.58,Business,36,7,21973.81,2,1
71,Male,Divorced,Other,52785.88,Student,0.104,605,13211.25,Debt consolidation,36,0,39145.47,1,0
74,Female,Single,Bachelor's,14022.78,Employed,0.329,674,11266.34,Other,36,9,16909.39,6,1
28,Male,Divorced,Bachelor's,36958.7,Employed,0.068,683,17612.02,Car,36,3,28505.13,2,1
47,Female,Married,High School,104531.51,Employed,0.222,652,22330.09,Debt consolidation,36,8,81149.6,2,1
47,Female,Single,High School,21676.45,Employed,0.289,745,6582.93,Debt consolidation,36,4,21892.3,3,1
54,Female,Married,High School,30351.94,Employed,0.082,762,25186.43,Car,36,10,51996.31,0,1
41,Female,Single,Bachelor's,22623.09,Employed,0.09,723,4176.35,Debt consolidation,60,4,21397.36,3,1
50,Male,Single,High School,24281.45,Employed,0.211,661,28230.24,Home,60,4,17171.98,0,1
53,Female,Married,High School,43749.32,Unemployed,0.309,696,21293.03,Debt consolidation,36,7,57063.92,7,0
48,Female,Single,Other,95603.17,Employed,0.05,690,2344.27,Debt consolidation,36,13,73366.4,1,1
67,Male,Single,Master's,35558.95,Employed,0.338,478,10505.82,Education,36,5,34327.58,4,0
53,Female,Single,Bachelor's,74283.26,Employed,0.49,633,28026.87,Vacation,60,3,102961.06,5,0
25,Male,Married,Master's,23498.12,Employed,0.239,654,17873.16,Debt consolidation,60,4,20955.75,0,1
68,Female,Married,Bachelor's,70619.72,Unemployed,0.352,651,500,Education,36,10,114431.78,5,0
39,Male,Single,High School,98484.73,Employed,0.102,750,18277.56,Car,60,7,93161.68,2,1
24,Female,Married,Bachelor's,75438.35,Unemployed,0.268,757,5318.71,Other,36,3,47500.66,0,0
55,Male,Single,Bachelor's,56262.44,Employed,0.204,605,23067.64,Education,36,4,85539.13,3,1
69,Male,Married,High School,53051.45,Employed,0.19,683,21543.17,Other,36,8,78713.05,3,1
37,Other,Divorced,Bachelor's,23036.11,Student,0.274,604,18817.58,Debt consolidation,36,6,32124.27,3,0
64,Female,Married,Bachelor's,14986.87,Employed,0.144,679,16727.54,Debt consolidation,60,6,16546.12,4,1
48,Male,Married,Bachelor's,54119.15,Employed,0.196,759,5054.99,Business,36,2,65337.03,3,1
50,Male,Married,High School,22664.84,Employed,0.133,669,16604.07,Business,60,7,37606.21,1,1
49,Male,Single,Master's,23762.37,Employed,0.214,716,19249.03,Business,60,6,30121.16,1,1
66,Female,Married,Bachelor's,14878.9,Employed,0.109,713,21292.98,Home,36,7,22534.05,2,1
73,Female,Single,Bachelor's,25729.3,Self-employed,0.26,747,24460.59,Debt consolidation,36,7,29014.7,1,1
26,Female,Single,Other,69693.76,Self-employed,0.302,693,11305.4,Debt consolidation,60,2,81718.44,2,1
55,Female,Single,Master's,64457.16,Unemployed,0.103,646,13436.67,Other,36,7,81582.1,3,0
61,Female,Single,Master's,16460.4,Employed,0.119,724,8241.03,Other,60,3,15985.19,2,1
57,Male,Married,High School,20333.07,Retired,0.055,667,8465.63,Car,36,5,24874.05,0,1
44,Male,Married,Master's,12330.53,Employed,0.172,723,14832.83,Debt consolidation,36,3,15112.02,1,1
49,Female,Single,Bachelor's,45212.52,Employed,0.077,662,31764.44,Other,36,9,74020.7,5,1
69,Female,Single,Master's,40634.29,Employed,0.229,684,15053.95,Other,60,5,37666.46,4,1
66,Female,Married,Master's,42771.57,Employed,0.29,723,32410.25,Debt consolidation,36,2,58562.44,2,1
73,Female,Married,Bachelor's,27833.23,Employed,0.398,544,12934.03,Debt consolidation,36,2,35456.56,5,0
51,Female,Single,Bachelor's,53870.03,Employed,0.227,573,1472.11,Medical,60,8,86490.3,1,1
55,Female,Single,High School,30504.96,Employed,0.163,620,5735.79,Business,36,5,40071.26,0,0
53,Male,Married,Bachelor's,64502.29,Employed,0.071,630,500,Other,60,4,61305.34,2,1
72,Male,Married,Bachelor's,18822.48,Employed,0.044,697,7731.99,Business,36,7,18429.38,2,1
41,Female,Single,Bachelor's,61200.16,Employed,0.153,603,17278.22,Vacation,36,4,35519.94,2,1
52,Female,Single,Bachelor's,47086.66,Employed,0.21,775,21378.31,Home,36,7,44983.85,0,1
43,Male,Married,Master's,53959.49,Employed,0.074,633,22879.63,Debt consolidation,36,5,37309.65,2,1
53,Male,Single,Bachelor's,29884.88,Employed,0.249,707,13991.87,Vacation,36,4,24644.49,3,1
23,Male,Single,Other,104034.86,Employed,0.116,624,29526.27,Car,36,8,136778.36,3,1
38,Male,Married,Master's,23649.27,Employed,0.085,719,11090.71,Business,36,3,29964.77,2,1
45,Female,Divorced,Other,142718.53,Employed,0.314,521,14406.71,Vacation,60,7,220372.69,3,0
62,Male,Single,Master's,47481.85,Employed,0.121,718,16755.65,Debt consolidation,60,3,63567.17,1,1
51,Female,Married,Bachelor's,72217.68,Employed,0.144,655,3005.39,Debt consolidation,36,4,89952.05,2,1
74,Male,Single,Bachelor's,86938.08,Self-employed,0.106,735,17005.15,Debt consolidation,36,6,112124.78,1,1
23,Female,Married,Master's,57960.95,Employed,0.093,668,14523.97,Car,60,6,85567.42,2,1
60,Male,Single,Bachelor's,111934.69,Employed,0.26,732,16953.87,Debt consolidation,36,6,69517.99,3,0
66,Female,Married,Bachelor's,64106.63,Unemployed,0.442,602,14720.71,Education,60,7,72222.44,4,0
44,Female,Married,Master's,56409.22,Employed,0.299,578,26941.18,Home,36,6,35048.88,1,1
70,Female,Widowed,Master's,48175.3,Employed,0.057,671,2630.81,Debt consolidation,36,4,57240.51,3,1
52,Male,Married,High School,45714.84,Employed,0.112,771,20689.35,Debt consolidation,60,5,71084.25,1,1
67,Male,Single,Bachelor's,71105.49,Employed,0.12,637,12132.82,Home,36,2,45932.19,2,1
42,Male,Single,Bachelor's,21983.84,Employed,0.463,672,15255.31,Debt consolidation,60,4,29020.67,3,1
43,Male,Single,High School,33166.29,Retired,0.125,517,1443.13,Car,36,8,57351.66,2,1
22,Female,Married,Other,49301.76,Employed,0.16,728,15058.17,Debt consolidation,36,0,52954.05,4,1
47,Female,Married,Master's,23501.9,Employed,0.22,706,14338.73,Debt consolidation,36,2,25548.73,2,1
62,Female,Married,Bachelor's,64819.75,Self-employed,0.048,806,500,Debt consolidation,60,9,98767.49,1,1
22,Female,Single,Bachelor's,31998.19,Employed,0.098,618,15891.9,Debt consolidation,36,4,29813.76,3,1
46,Male,Married,Master's,16874.16,Self-employed,0.273,630,17233.15,Debt consolidation,36,4,20961.17,2,1
37,Male,Divorced,High School,25262.28,Employed,0.261,766,500,Home,36,4,20604.86,3,1
60,Male,Divorced,Bachelor's,64653.24,Employed,0.061,677,22844.63,Business,36,9,85023.31,0,1
53,Female,Married,Bachelor's,19430.56,Employed,0.101,737,12322.28,Education,36,6,35017.37,2,1
29,Female,Married,Master's,20397.48,Employed,0.215,591,21562.24,Debt consolidation,36,3,16737.7,2,0
63,Male,Married,Master's,49585.6,Employed,0.15,551,15667.66,Education,36,5,50012.25,2,0
74,Male,Single,Bachelor's,16479.36,Employed,0.26,558,33785.95,Debt consolidation,36,4,22927.69,0,1
68,Female,Single,Master's,51024.4,Employed,0.28,634,14693.15,Business,36,4,65325.13,2,1
59,Female,Married,PhD,10554.32,Employed,0.14,722,20408.79,Car,60,6,14557.28,0,0
49,Female,Single,Bachelor's,48292.29,Employed,0.107,694,20793.65,Debt consolidation,36,4,60268.62,1,1
62,Male,Married,High School,34339.45,Employed,0.089,849,739.4,Business,60,7,40052.25,2,1
75,Male,Married,Master's,96812.41,Self-employed,0.25,632,11814.01,Education,36,4,70647.63,7,1
46,Female,Married,Bachelor's,11273.51,Employed,0.189,766,1738.28,Education,60,4,15011.11,1,1
55,Female,Single,Bachelor's,24644.32,Employed,0.539,678,6799.86,Vacation,36,3,20257.4,6,0
70,Male,Single,High School,49548.22,Employed,0.047,673,20713.77,Debt consolidation,36,7,54217.76,1,1
45,Female,Single,Bachelor's,35281.31,Employed,0.095,569,29928.43,Debt consolidation,36,3,46383.5,0,1
44,Female,Single,Bachelor's,26915.99,Student,0.176,831,22723.58,Debt consolidation,36,5,19981.26,1,1
33,Male,Widowed,Bachelor's,12568.1,Employed,0.086,785,10089.95,Other,60,9,18034.48,0,1
27,Male,Single,High School,46739.57,Unemployed,0.237,765,12735.2,Debt consolidation,60,3,51899.2,3,0
56,Male,Single,Bachelor's,141308.94,Employed,0.101,721,14271.46,Debt consolidation,60,4,196579.09,0,1
65,Male,Single,Master's,23332.83,Unemployed,0.299,532,9297.56,Education,60,8,26978.79,8,0
40,Female,Married,High School,38000.87,Self-employed,0.12,737,26936.68,Other,36,6,30371.33,0,1
21,Male,Married,Master's,44844.15,Self-employed,0.291,678,2315.58,Vacation,36,4,51871.08,5,1
28,Female,Single,High School,28571.79,Self-employed,0.107,727,29696.41,Debt consolidation,60,6,28759.33,3,1
66,Other,Divorced,Bachelor's,35394.51,Employed,0.227,768,17969.7,Home,36,3,43755.31,4,1
36,Male,Married,Bachelor's,19505.67,Unemployed,0.17,752,13568.78,Debt consolidation,36,7,27888.18,1,0
34,Male,Single,Bachelor's,15804.79,Self-employed,0.181,717,17586.72,Vacation,36,10,26347.91,2,1
32,Female,Married,Bachelor's,89500.04,Retired,0.224,708,13969.23,Debt consolidation,36,3,66224.72,4,1
71,Female,Married,High School,33735.32,Employed,0.213,666,12472.6,Other,36,5,54367.77,2,1
43,Female,Single,High School,50477.61,Retired,0.156,617,19851.45,Home,36,6,64233.39,0,1
35,Male,Married,Master's,47245.02,Unemployed,0.28,671,9710.94,Business,36,9,66299.58,2,0
48,Male,Single,Bachelor's,20486.63,Employed,0.259,544,14942.88,Education,36,2,29805.38,4,0
54,Female,Single,Other,16597.25,Employed,0.241,600,8441.68,Debt consolidation,36,3,14149.21,1,1
22,Female,Single,Master's,25081.16,Employed,0.124,671,21237.75,Business,60,2,18494.17,2,1
52,Male,Married,Master's,41497.15,Self-employed,0.051,510,24402.55,Debt consolidation,36,4,27581.45,3,1
43,Female,Married,Bachelor's,22106.25,Self-employed,0.143,546,10354.41,Debt consolidation,36,7,22197.33,3,1
42,Male,Single,High School,27428.92,Unemployed,0.239,586,8623.65,Business,60,5,35877.97,3,0
71,Other,Single,PhD,10876.03,Employed,0.094,665,16797.47,Other,36,5,13747.89,1,1
45,Female,Married,High School,35475.94,Employed,0.159,721,21002.43,Debt consolidation,36,4,47752.37,2,1
42,Male,Single,Bachelor's,38000.7,Unemployed,0.197,669,20829.18,Education,60,5,60042.17,3,0
42,Female,Single,Master's,36230.69,Employed,0.054,591,22268.31,Vacation,36,2,44919.05,2,1
69,Male,Single,Bachelor's,19830.76,Employed,0.068,722,24850.61,Debt consolidation,36,9,27851.39,1,1
72,Male,Single,High School,20095.6,Employed,0.21,825,15270.95,Car,36,6,31736.5,0,1
62,Male,Single,Bachelor's,18863.78,Unemployed,0.168,586,7839.46,Debt consolidation,36,4,19032.17,2,0
